d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-0,p-ICMP,l-2,r-PRIVATE,x-OUT,c-CNC_COM
d-554,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-110,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-22,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-22,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-53,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-256,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-993,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-135,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-143,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-587,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-111,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-23,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-995,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-445,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-443,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-60476,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
d-53,p-TCP,l-2,r-PRIVATE,x-OUT,c-NaN
