,dst_port,protocol,length,Dst_ip_range,Direction,Class
15155,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15156,d-50999,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15157,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15158,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15159,d-51000,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15160,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15161,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15162,d-51001,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15163,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15164,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15165,d-51002,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15166,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15167,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15168,d-51003,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15169,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15170,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15171,d-51004,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15172,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15173,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15174,d-51005,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15175,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15176,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15177,d-51006,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15178,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15179,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15180,d-51007,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15181,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15182,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15183,d-51008,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15184,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15185,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15186,d-51009,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15187,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15188,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15189,d-51010,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15190,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15191,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15192,d-51011,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15193,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15194,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15195,d-51012,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15196,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15197,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15198,d-51013,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15199,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15200,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15201,d-51014,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15202,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15203,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15204,d-51015,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15205,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15206,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15207,d-51016,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15208,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15209,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15210,d-51017,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15211,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15212,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15213,d-51018,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15214,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15215,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15216,d-51019,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15217,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15218,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15219,d-51020,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15220,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15221,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15222,d-51021,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15223,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15224,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15225,d-51022,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15226,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15227,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15228,d-51023,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15229,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15230,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15231,d-51024,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15232,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15233,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15234,d-51025,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15235,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15236,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15237,d-51026,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15238,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15239,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15240,d-51027,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15241,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15242,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15243,d-51028,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15244,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15245,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15246,d-51029,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15247,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15248,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15249,d-51030,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15250,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15251,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15252,d-51031,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15253,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15254,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15255,d-51032,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15256,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15257,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15258,d-51033,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15259,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15260,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15261,d-51034,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15262,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15263,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15264,d-51035,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15265,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15266,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15267,d-51036,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15268,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15269,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15270,d-51037,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15271,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15272,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15273,d-51038,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15274,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15275,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15276,d-51039,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15277,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15278,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15279,d-51040,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15280,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15281,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15282,d-51041,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15283,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15284,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15285,d-51042,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15286,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15287,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15288,d-51043,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15289,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15290,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15291,d-51044,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15292,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15293,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15294,d-51045,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15295,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15296,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15297,d-51046,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15298,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15299,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15300,d-51047,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15301,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15302,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15303,d-51048,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15304,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15305,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15306,d-51049,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15307,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15308,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15309,d-51050,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15310,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15311,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15312,d-51051,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15313,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15314,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15315,d-51052,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15316,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15317,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15318,d-51053,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15319,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15320,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15321,d-51054,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15322,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15323,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15324,d-51055,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15325,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15326,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15327,d-51056,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15328,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15329,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15330,d-51057,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15331,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15332,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15333,d-51058,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15334,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15335,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15336,d-51059,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15337,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15338,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15339,d-51060,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15340,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15341,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15342,d-51061,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15343,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15344,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15345,d-51062,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15346,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15347,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15348,d-51063,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15349,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15350,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15351,d-51064,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15352,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15353,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15354,d-51065,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15355,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15356,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15357,d-51066,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15358,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15359,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15360,d-51067,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15361,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15362,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15363,d-51068,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15364,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15365,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15366,d-51069,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15367,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15368,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15369,d-51070,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15370,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15371,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15372,d-51071,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15373,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15374,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15375,d-51072,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15376,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15377,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15378,d-51073,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15379,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15380,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15381,d-51074,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15382,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15383,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15384,d-51075,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15385,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15386,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15387,d-51076,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15388,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15389,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15390,d-51077,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15391,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15392,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15393,d-51078,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15394,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15395,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15396,d-51079,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15397,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15398,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15399,d-51080,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15400,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15401,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15402,d-51081,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15403,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15404,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15405,d-51082,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15406,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15407,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15408,d-51083,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15409,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15410,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15411,d-51084,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15412,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15413,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15414,d-51085,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15415,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15416,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15417,d-51086,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15418,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15419,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15420,d-51087,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15421,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15422,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15423,d-51088,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15424,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15425,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15426,d-51089,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15427,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15428,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15429,d-51090,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15430,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15431,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15432,d-51091,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15433,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15434,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15435,d-51092,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15436,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15437,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15438,d-51093,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15439,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15440,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15441,d-51094,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15442,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15443,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15444,d-51095,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15445,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15446,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15447,d-51096,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15448,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15449,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15450,d-51097,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15451,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15452,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15453,d-51098,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15454,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15455,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15456,d-51099,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15457,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15458,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15459,d-51100,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15460,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15461,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15462,d-51101,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15463,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15464,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15465,d-51102,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15466,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15467,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15468,d-51103,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15469,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15470,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15471,d-51104,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15472,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15473,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15474,d-51105,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15475,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15476,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15477,d-51106,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15478,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15479,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15480,d-51107,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15481,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15482,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15483,d-51108,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15484,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15485,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15486,d-51109,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15487,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15488,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15489,d-51110,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15490,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15491,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15492,d-51111,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15493,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15494,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15495,d-51112,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15496,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15497,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15498,d-51113,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15499,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15500,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15501,d-51114,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15502,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15503,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15504,d-51115,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15505,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15506,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15507,d-51116,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15508,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
15509,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
