,dst_port,protocol,length,Dst_ip_range,Direction,Class
23420,d-51093,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23421,d-51094,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23422,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23423,d-51095,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23424,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23425,d-51096,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23426,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23427,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23428,d-51097,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23429,d-51098,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23430,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23431,d-51099,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23432,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23433,d-51100,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23434,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23435,d-51101,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23436,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23437,d-51102,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23438,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23439,d-51103,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23440,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23441,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23442,d-51104,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23443,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23444,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23445,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23446,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23447,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23448,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23449,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23450,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23451,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23452,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23453,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23454,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23455,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23456,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23457,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23458,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23459,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23460,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23461,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23462,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23463,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23464,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23465,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23466,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23467,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23468,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23469,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23470,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23471,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23472,d-51134,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23473,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23474,d-51135,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23475,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23476,d-51136,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23477,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23478,d-51137,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23479,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23480,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23481,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23482,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23483,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23484,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23485,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23486,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23487,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23488,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23489,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23490,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23491,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23492,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23493,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23494,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23495,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23496,d-51138,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23497,d-51139,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23498,d-51140,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23499,d-51141,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23500,d-51142,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23501,d-51143,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23502,d-51144,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23503,d-51145,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23504,d-51146,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23505,d-51147,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23506,d-51148,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23507,d-51149,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23508,d-51150,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23509,d-51151,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23510,d-51152,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23511,d-51153,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23512,d-51154,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23513,d-51105,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23514,d-51106,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23515,d-51107,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23516,d-51108,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23517,d-51109,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23518,d-51110,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23519,d-51111,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23520,d-51112,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23521,d-51113,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23522,d-51114,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23523,d-51115,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23524,d-51116,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23525,d-51117,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23526,d-51118,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23527,d-51119,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23528,d-51120,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23529,d-51121,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23530,d-51122,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23531,d-51123,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23532,d-51124,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23533,d-51125,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23534,d-51126,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23535,d-51127,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23536,d-51128,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23537,d-51129,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23538,d-51130,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23539,d-51131,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23540,d-51132,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23541,d-51133,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23542,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23543,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23544,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23545,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23546,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23547,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23548,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23549,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23550,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23551,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23552,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23553,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23554,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23555,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23556,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23557,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23558,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23559,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23560,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23561,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23562,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23563,d-50955,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23564,d-50956,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23565,d-50957,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23566,d-50958,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23567,d-50959,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23568,d-50960,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23569,d-50961,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23570,d-50962,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23571,d-50963,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23572,d-50964,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23573,d-50965,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23574,d-50966,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23575,d-50967,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23576,d-50968,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23577,d-50969,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23578,d-50970,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23579,d-50971,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23580,d-50972,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23581,d-50973,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23582,d-50974,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23583,d-50975,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23584,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23585,d-50976,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23586,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23587,d-50977,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23588,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23589,d-50978,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23590,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23591,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23592,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23593,d-50979,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23594,d-50980,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23595,d-50981,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23596,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23597,d-50982,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23598,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23599,d-50983,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23600,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23601,d-50984,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23602,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23603,d-50985,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23604,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23605,d-50986,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23606,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23607,d-50987,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23608,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23609,d-50988,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23610,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23611,d-50989,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23612,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23613,d-50990,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23614,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23615,d-50991,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23616,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23617,d-50992,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23618,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23619,d-50993,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23620,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23621,d-50994,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23622,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23623,d-50995,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23624,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23625,d-50996,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23626,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23627,d-50997,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23628,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23629,d-50998,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23630,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23631,d-50999,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23632,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23633,d-51000,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23634,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23635,d-51001,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23636,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23637,d-51002,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23638,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23639,d-51003,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23640,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23641,d-51004,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23642,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23643,d-51005,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23644,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23645,d-51006,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23646,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23647,d-51007,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23648,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23649,d-51008,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23650,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23651,d-51009,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23652,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23653,d-51010,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23654,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23655,d-51011,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23656,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23657,d-51012,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23658,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23659,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23660,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23661,d-51013,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23662,d-51014,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23663,d-51015,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23664,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23665,d-51016,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23666,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23667,d-51017,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23668,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23669,d-51018,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23670,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23671,d-51019,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23672,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23673,d-51020,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23674,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23675,d-51021,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23676,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23677,d-51022,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23678,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23679,d-51023,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23680,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23681,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23682,d-51024,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23683,d-51025,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23684,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23685,d-51026,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23686,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23687,d-51027,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23688,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23689,d-51028,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23690,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23691,d-51029,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23692,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23693,d-51030,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23694,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23695,d-51031,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23696,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23697,d-51032,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23698,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23699,d-51033,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23700,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23701,d-51034,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23702,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23703,d-51035,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23704,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23705,d-51036,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23706,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23707,d-51037,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23708,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23709,d-51038,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23710,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23711,d-51039,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23712,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23713,d-51040,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23714,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23715,d-51041,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23716,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23717,d-51042,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23718,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23719,d-51043,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23720,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23721,d-51044,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23722,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23723,d-51045,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23724,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23725,d-51046,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23726,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23727,d-51047,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23728,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23729,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23730,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23731,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23732,d-51049,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23733,d-51048,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23734,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23735,d-51050,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23736,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23737,d-51051,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23738,d-51052,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23739,d-51053,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23740,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23741,d-51054,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23742,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23743,d-51055,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23744,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23745,d-51056,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23746,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23747,d-51057,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23748,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23749,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23750,d-51058,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23751,d-51059,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23752,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23753,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23754,d-51060,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23755,d-51061,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23756,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23757,d-51062,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23758,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23759,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23760,d-51063,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23761,d-51064,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23762,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23763,d-51065,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23764,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23765,d-51066,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23766,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23767,d-51067,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23768,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23769,d-51068,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23770,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23771,d-51069,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
23772,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
