,,,,,,1,2,3,4,5,6
c-CNC_COM,,,,,,,,,,,
d-0,,,,,,,,,,,
p-ICMP,,,,,,,,,,,
x-OUT,,,,,,,,,,,
r-PRIVATE,,,,,,,,,,,
l-2,,,,,,,,,,,
p-TCP,,,,,,,,,,,
c-NaN,,,,,,,,,,,
c-DDOS,d-50995,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-50995,r-PRIVATE,x-OUT,,,,,,,,
d-50995,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-50995,l-2,p-TCP,x-OUT,,,,,,,,
d-50995,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-50995,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-50996,l-2,p-TCP,,,,,,,,
c-DDOS,d-50996,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-50996,l-2,x-OUT,,,,,,,,
c-DDOS,d-50996,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-50996,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-50996,r-PRIVATE,x-OUT,,,,,,,,
d-50996,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-50996,l-2,p-TCP,x-OUT,,,,,,,,
d-50996,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-50996,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-50997,l-2,p-TCP,,,,,,,,
c-DDOS,d-50997,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-50997,l-2,x-OUT,,,,,,,,
c-DDOS,d-50997,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-50997,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-50997,r-PRIVATE,x-OUT,,,,,,,,
d-50997,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-50997,l-2,p-TCP,x-OUT,,,,,,,,
d-50997,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-50997,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-50998,l-2,p-TCP,,,,,,,,
c-DDOS,d-50998,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-50998,l-2,x-OUT,,,,,,,,
c-DDOS,d-50998,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-50998,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-50998,r-PRIVATE,x-OUT,,,,,,,,
d-50998,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-50998,l-2,p-TCP,x-OUT,,,,,,,,
d-50998,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-50998,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-50999,l-2,p-TCP,,,,,,,,
c-DDOS,d-50999,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-50999,l-2,x-OUT,,,,,,,,
c-DDOS,d-50999,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-50999,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-50999,r-PRIVATE,x-OUT,,,,,,,,
d-50999,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-50999,l-2,p-TCP,x-OUT,,,,,,,,
d-50999,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-50999,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51000,l-2,p-TCP,,,,,,,,
c-DDOS,d-51000,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51000,l-2,x-OUT,,,,,,,,
c-DDOS,d-51000,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51000,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51000,r-PRIVATE,x-OUT,,,,,,,,
d-51000,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51000,l-2,p-TCP,x-OUT,,,,,,,,
d-51000,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51000,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51001,l-2,p-TCP,,,,,,,,
c-DDOS,d-51001,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51001,l-2,x-OUT,,,,,,,,
c-DDOS,d-51001,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51001,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51001,r-PRIVATE,x-OUT,,,,,,,,
d-51001,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51001,l-2,p-TCP,x-OUT,,,,,,,,
d-51001,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51001,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51002,l-2,p-TCP,,,,,,,,
c-DDOS,d-51002,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51002,l-2,x-OUT,,,,,,,,
c-DDOS,d-51002,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51002,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51002,r-PRIVATE,x-OUT,,,,,,,,
d-51002,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51002,l-2,p-TCP,x-OUT,,,,,,,,
d-51002,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51002,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51003,l-2,p-TCP,,,,,,,,
c-DDOS,d-51003,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51003,l-2,x-OUT,,,,,,,,
c-DDOS,d-51003,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51003,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51003,r-PRIVATE,x-OUT,,,,,,,,
d-51003,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51003,l-2,p-TCP,x-OUT,,,,,,,,
d-51003,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51003,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51004,l-2,p-TCP,,,,,,,,
c-DDOS,d-51004,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51004,l-2,x-OUT,,,,,,,,
c-DDOS,d-51004,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51004,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51004,r-PRIVATE,x-OUT,,,,,,,,
d-51004,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51004,l-2,p-TCP,x-OUT,,,,,,,,
d-51004,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51004,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51005,l-2,p-TCP,,,,,,,,
c-DDOS,d-51005,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51005,l-2,x-OUT,,,,,,,,
c-DDOS,d-51005,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51005,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51005,r-PRIVATE,x-OUT,,,,,,,,
d-51005,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51005,l-2,p-TCP,x-OUT,,,,,,,,
d-51005,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51005,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51006,l-2,p-TCP,,,,,,,,
c-DDOS,d-51006,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51006,l-2,x-OUT,,,,,,,,
c-DDOS,d-51006,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51006,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51006,r-PRIVATE,x-OUT,,,,,,,,
d-51006,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51006,l-2,p-TCP,x-OUT,,,,,,,,
d-51006,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51006,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51007,l-2,p-TCP,,,,,,,,
c-DDOS,d-51007,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51007,l-2,x-OUT,,,,,,,,
c-DDOS,d-51007,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51007,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51007,r-PRIVATE,x-OUT,,,,,,,,
d-51007,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51007,l-2,p-TCP,x-OUT,,,,,,,,
d-51007,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51007,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51008,l-2,p-TCP,,,,,,,,
c-DDOS,d-51008,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51008,l-2,x-OUT,,,,,,,,
c-DDOS,d-51008,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51008,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51008,r-PRIVATE,x-OUT,,,,,,,,
d-51008,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51008,l-2,p-TCP,x-OUT,,,,,,,,
d-51008,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51008,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51009,l-2,p-TCP,,,,,,,,
c-DDOS,d-51009,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51009,l-2,x-OUT,,,,,,,,
c-DDOS,d-51009,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51009,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51009,r-PRIVATE,x-OUT,,,,,,,,
d-51009,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51009,l-2,p-TCP,x-OUT,,,,,,,,
d-51009,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51009,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51010,l-2,p-TCP,,,,,,,,
c-DDOS,d-51010,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51010,l-2,x-OUT,,,,,,,,
c-DDOS,d-51010,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51010,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51010,r-PRIVATE,x-OUT,,,,,,,,
d-51010,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51010,l-2,p-TCP,x-OUT,,,,,,,,
d-51010,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51010,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51011,l-2,p-TCP,,,,,,,,
c-DDOS,d-51011,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51011,l-2,x-OUT,,,,,,,,
c-DDOS,d-51011,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51011,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51011,r-PRIVATE,x-OUT,,,,,,,,
d-51011,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51011,l-2,p-TCP,x-OUT,,,,,,,,
d-51011,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51011,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51012,l-2,p-TCP,,,,,,,,
c-DDOS,d-51012,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51012,l-2,x-OUT,,,,,,,,
c-DDOS,d-51012,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51012,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51012,r-PRIVATE,x-OUT,,,,,,,,
d-51012,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51012,l-2,p-TCP,x-OUT,,,,,,,,
d-51012,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51012,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51013,l-2,p-TCP,,,,,,,,
c-DDOS,d-51013,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51013,l-2,x-OUT,,,,,,,,
c-DDOS,d-51013,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51013,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51013,r-PRIVATE,x-OUT,,,,,,,,
d-51013,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51013,l-2,p-TCP,x-OUT,,,,,,,,
d-51013,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51013,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51014,l-2,p-TCP,,,,,,,,
c-DDOS,d-51014,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51014,l-2,x-OUT,,,,,,,,
c-DDOS,d-51014,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51014,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51014,r-PRIVATE,x-OUT,,,,,,,,
d-51014,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51014,l-2,p-TCP,x-OUT,,,,,,,,
d-51014,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51014,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51015,l-2,p-TCP,,,,,,,,
c-DDOS,d-51015,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51015,l-2,x-OUT,,,,,,,,
c-DDOS,d-51015,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51015,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51015,r-PRIVATE,x-OUT,,,,,,,,
d-51015,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51015,l-2,p-TCP,x-OUT,,,,,,,,
d-51015,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51015,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51016,l-2,p-TCP,,,,,,,,
c-DDOS,d-51016,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51016,l-2,x-OUT,,,,,,,,
c-DDOS,d-51016,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51016,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51016,r-PRIVATE,x-OUT,,,,,,,,
d-51016,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51016,l-2,p-TCP,x-OUT,,,,,,,,
d-51016,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51016,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51017,l-2,p-TCP,,,,,,,,
c-DDOS,d-51017,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51017,l-2,x-OUT,,,,,,,,
c-DDOS,d-51017,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51017,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51017,r-PRIVATE,x-OUT,,,,,,,,
d-51017,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51017,l-2,p-TCP,x-OUT,,,,,,,,
d-51017,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51017,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51018,l-2,p-TCP,,,,,,,,
c-DDOS,d-51018,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51018,l-2,x-OUT,,,,,,,,
c-DDOS,d-51018,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51018,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51018,r-PRIVATE,x-OUT,,,,,,,,
d-51018,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51018,l-2,p-TCP,x-OUT,,,,,,,,
d-51018,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51018,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51019,l-2,p-TCP,,,,,,,,
c-DDOS,d-51019,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51019,l-2,x-OUT,,,,,,,,
c-DDOS,d-51019,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51019,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51019,r-PRIVATE,x-OUT,,,,,,,,
d-51019,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51019,l-2,p-TCP,x-OUT,,,,,,,,
d-51019,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51019,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51020,l-2,p-TCP,,,,,,,,
c-DDOS,d-51020,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51020,l-2,x-OUT,,,,,,,,
c-DDOS,d-51020,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51020,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51020,r-PRIVATE,x-OUT,,,,,,,,
d-51020,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51020,l-2,p-TCP,x-OUT,,,,,,,,
d-51020,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51020,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51021,l-2,p-TCP,,,,,,,,
c-DDOS,d-51021,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51021,l-2,x-OUT,,,,,,,,
c-DDOS,d-51021,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51021,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51021,r-PRIVATE,x-OUT,,,,,,,,
d-51021,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51021,l-2,p-TCP,x-OUT,,,,,,,,
d-51021,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51021,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51022,l-2,p-TCP,,,,,,,,
c-DDOS,d-51022,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51022,l-2,x-OUT,,,,,,,,
c-DDOS,d-51022,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51022,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51022,r-PRIVATE,x-OUT,,,,,,,,
d-51022,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51022,l-2,p-TCP,x-OUT,,,,,,,,
d-51022,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51022,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51023,l-2,p-TCP,,,,,,,,
c-DDOS,d-51023,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51023,l-2,x-OUT,,,,,,,,
c-DDOS,d-51023,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51023,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51023,r-PRIVATE,x-OUT,,,,,,,,
d-51023,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51023,l-2,p-TCP,x-OUT,,,,,,,,
d-51023,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51023,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51024,l-2,p-TCP,,,,,,,,
c-DDOS,d-51024,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51024,l-2,x-OUT,,,,,,,,
c-DDOS,d-51024,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51024,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51024,r-PRIVATE,x-OUT,,,,,,,,
d-51024,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51024,l-2,p-TCP,x-OUT,,,,,,,,
d-51024,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51024,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51025,l-2,p-TCP,,,,,,,,
c-DDOS,d-51025,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51025,l-2,x-OUT,,,,,,,,
c-DDOS,d-51025,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51025,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51025,r-PRIVATE,x-OUT,,,,,,,,
d-51025,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51025,l-2,p-TCP,x-OUT,,,,,,,,
d-51025,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51025,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51026,l-2,p-TCP,,,,,,,,
c-DDOS,d-51026,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51026,l-2,x-OUT,,,,,,,,
c-DDOS,d-51026,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51026,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51026,r-PRIVATE,x-OUT,,,,,,,,
d-51026,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51026,l-2,p-TCP,x-OUT,,,,,,,,
d-51026,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51026,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51027,l-2,p-TCP,,,,,,,,
c-DDOS,d-51027,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51027,l-2,x-OUT,,,,,,,,
c-DDOS,d-51027,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51027,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51027,r-PRIVATE,x-OUT,,,,,,,,
d-51027,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51027,l-2,p-TCP,x-OUT,,,,,,,,
d-51027,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51027,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51028,l-2,p-TCP,,,,,,,,
c-DDOS,d-51028,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51028,l-2,x-OUT,,,,,,,,
c-DDOS,d-51028,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51028,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51028,r-PRIVATE,x-OUT,,,,,,,,
d-51028,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51028,l-2,p-TCP,x-OUT,,,,,,,,
d-51028,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51028,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51029,l-2,p-TCP,,,,,,,,
c-DDOS,d-51029,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51029,l-2,x-OUT,,,,,,,,
c-DDOS,d-51029,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51029,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51029,r-PRIVATE,x-OUT,,,,,,,,
d-51029,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51029,l-2,p-TCP,x-OUT,,,,,,,,
d-51029,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51029,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51030,l-2,p-TCP,,,,,,,,
c-DDOS,d-51030,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51030,l-2,x-OUT,,,,,,,,
c-DDOS,d-51030,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51030,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51030,r-PRIVATE,x-OUT,,,,,,,,
d-51030,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51030,l-2,p-TCP,x-OUT,,,,,,,,
d-51030,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51030,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51031,l-2,p-TCP,,,,,,,,
c-DDOS,d-51031,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51031,l-2,x-OUT,,,,,,,,
c-DDOS,d-51031,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51031,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51031,r-PRIVATE,x-OUT,,,,,,,,
d-51031,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51031,l-2,p-TCP,x-OUT,,,,,,,,
d-51031,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51031,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51032,l-2,p-TCP,,,,,,,,
c-DDOS,d-51032,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51032,l-2,x-OUT,,,,,,,,
c-DDOS,d-51032,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51032,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51032,r-PRIVATE,x-OUT,,,,,,,,
d-51032,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51032,l-2,p-TCP,x-OUT,,,,,,,,
d-51032,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51032,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51033,l-2,p-TCP,,,,,,,,
c-DDOS,d-51033,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51033,l-2,x-OUT,,,,,,,,
c-DDOS,d-51033,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51033,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51033,r-PRIVATE,x-OUT,,,,,,,,
d-51033,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51033,l-2,p-TCP,x-OUT,,,,,,,,
d-51033,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51033,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51034,l-2,p-TCP,,,,,,,,
c-DDOS,d-51034,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51034,l-2,x-OUT,,,,,,,,
c-DDOS,d-51034,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51034,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51034,r-PRIVATE,x-OUT,,,,,,,,
d-51034,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51034,l-2,p-TCP,x-OUT,,,,,,,,
d-51034,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51034,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51035,l-2,p-TCP,,,,,,,,
c-DDOS,d-51035,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51035,l-2,x-OUT,,,,,,,,
c-DDOS,d-51035,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51035,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51035,r-PRIVATE,x-OUT,,,,,,,,
d-51035,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51035,l-2,p-TCP,x-OUT,,,,,,,,
d-51035,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51035,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51036,l-2,p-TCP,,,,,,,,
c-DDOS,d-51036,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51036,l-2,x-OUT,,,,,,,,
c-DDOS,d-51036,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51036,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51036,r-PRIVATE,x-OUT,,,,,,,,
d-51036,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51036,l-2,p-TCP,x-OUT,,,,,,,,
d-51036,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51036,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51037,l-2,p-TCP,,,,,,,,
c-DDOS,d-51037,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51037,l-2,x-OUT,,,,,,,,
c-DDOS,d-51037,p-TCP,r-PRIVATE,,,,,,,,
c-DDOS,d-51037,p-TCP,x-OUT,,,,,,,,
c-DDOS,d-51037,r-PRIVATE,x-OUT,,,,,,,,
d-51037,l-2,p-TCP,r-PRIVATE,,,,,,,,
d-51037,l-2,p-TCP,x-OUT,,,,,,,,
d-51037,l-2,r-PRIVATE,x-OUT,,,,,,,,
d-51037,p-TCP,r-PRIVATE,x-OUT,,,,,,,,
c-DDOS,d-51038,l-2,p-TCP,,,,,,,,
c-DDOS,d-51038,l-2,r-PRIVATE,,,,,,,,
c-DDOS,d-51038,l-2,x-OUT,,,,,,,,
